episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
120,1.0,2.701618219605893,1.0616450838750089,-0.028303324166311546,-3.576563156376878,1.0,[-3.576563156376878, 1.0],0.0,False,True,0.8439439013634185,1,16.635021275568313,1094.456,prepare,0.0
120,2.0,2.701298082598806,1.0617752262586886,0.014142623377512657,-30.0,0.7465900612952222,[-30.0, 0.7465900612952222],1.6840396476902089,False,True,0.8420198238451044,1,16.635021275568313,1094.52,in_progress,0.0
120,3.0,2.7057581754966873,1.0618313029736308,0.03531450728039875,-30.0,0.550415654315743,[-30.0, 0.550415654315743],0.4344157284735738,False,True,0.8688314569471476,1,16.635021275568313,1094.593,in_progress,0.0
120,4.0,2.722071448772239,1.061539349539373,-0.06755326225226913,-30.0,0.636117715014943,[-30.0, 0.636117715014943],1.9337929273490682,False,True,0.9668964636745341,1,16.635021275568313,1094.656,in_progress,0.0
120,5.0,2.745897730880665,1.0564726355303904,-1.3405334987814437,-30.0,0.9136879539891454,[-30.0, 0.9136879539891454],2.2202240533316946,False,True,1.1101120266658473,1,16.635021275568313,1094.726,in_progress,0.0
120,6.0,2.792911795477691,1.0461076230421238,-3.4963559217616416,-30.0,0.7599866305260665,[-30.0, 0.7599866305260665],2.7854084489907236,False,True,1.3927042244953618,2,16.635021275568313,1094.794,in_progress,0.0
120,7.0,2.8265643899148754,1.0340960406356352,-5.864381925439647,-30.0,0.9057682813201031,[-30.0, 0.9057682813201031],3.189941060388372,False,True,1.594970530194186,2,16.635021275568313,1094.856,in_progress,0.0
120,8.0,2.8766893128332756,1.0140000684947095,-9.331609075449531,10.009047995212697,0.9300392196195568,[10.009047995212697, 0.9300392196195568],3.7924999377293287,False,True,1.8962499688646643,2,16.635021275568313,1094.925,in_progress,0.0
120,9.0,2.928835348142653,0.9867433977540603,-13.564338657142594,-22.475427926379083,0.9429217421478843,[-22.475427926379083, 0.9429217421478843],1.104826708238779,False,True,2.209653416477558,2,16.635021275568313,1094.988,in_progress,0.0
120,10.0,2.9797679047756715,0.9613338238508767,-16.476596957857545,1.269061636672685,0.7090838960773029,[1.269061636672685, 0.7090838960773029],1.2578833727932468,False,True,2.5157667455864936,3,16.635021275568313,1095.055,in_progress,0.0
120,11.0,3.0299544346788787,0.9311113588607739,-19.85360195486811,25.44366441153744,0.632951625670924,[25.44366441153744, 0.632951625670924],1.4086978192391768,False,True,2.8173956384783536,3,16.635021275568313,1095.125,in_progress,0.0
120,12.0,3.0867543676841525,0.8999989237844528,-22.10953809044368,30.0,0.9983554531665655,[30.0, 0.9983554531665655],1.5793844457145458,False,True,3.1587688914290917,3,16.635021275568313,1095.164,in_progress,0.0
120,13.0,3.127190701242888,0.8805992155688361,-22.828626717402418,30.0,1.0,[30.0, 1.0],1.7009009389474639,False,True,3.4018018778949277,4,16.635021275568313,1095.26,in_progress,0.0
120,14.0,3.197986957486216,0.8532851343506426,-22.343890108231395,6.743846872968447,0.7905724894930098,[6.743846872968447, 0.7905724894930098],1.913654417799297,False,True,3.827308835598594,4,16.635021275568313,1095.323,in_progress,0.0
120,15.0,3.2571783546810544,0.8353942396333007,-20.96747788789674,30.0,1.0,[30.0, 1.0],2.0915443804582576,False,True,4.183088760916515,5,16.635021275568313,1095.384,in_progress,0.0
120,16.0,3.3340906763442497,0.8180958218584805,-18.481647489614225,25.567004056117398,0.9414879958372898,[25.567004056117398, 0.9414879958372898],2.322693629773472,False,True,4.645387259546944,5,16.635021275568313,1095.462,in_progress,0.0
120,17.0,3.3876074643570346,0.808882800256936,-16.57671001673779,21.88309170783073,0.8462816515640186,[21.88309170783073, 0.8462816515640186],2.4835378594748176,False,True,4.967075718949635,5,16.635021275568313,1095.507,in_progress,0.0
120,18.0,3.4614419059553745,0.8017491345051767,-13.344142018589505,30.0,0.8284768938902365,[30.0, 0.8284768938902365],2.7054536023878915,False,True,5.410907204775783,6,16.635021275568313,1095.591,in_progress,0.0
120,19.0,3.5244235731012163,0.803834431114526,-9.573052189889417,30.0,0.5946510566108697,[30.0, 0.5946510566108697],11.579028474245966,False,True,5.789514237122983,6,16.635021275568313,1095.66,in_progress,0.0
120,20.0,3.5821800598281905,0.8130777647834769,-5.2359376593092355,-10.814959557209232,0.6868509199573486,[-10.814959557209232, 0.6868509199573486],12.27347153941832,False,True,6.13673576970916,7,16.635021275568313,1095.721,in_progress,0.0
120,21.0,3.63430222582884,0.8233225786169284,-1.7011434348796197,30.0,0.6537351178130724,[30.0, 0.6537351178130724],12.900188833569878,False,True,6.450094416784939,7,16.635021275568313,1095.792,in_progress,0.0
120,22.0,3.679573598891378,0.8342620348051476,1.1773619152772794,-30.0,0.5,[-30.0, 0.5],13.444533689034502,False,True,6.722266844517251,7,16.635021275568313,1095.858,in_progress,0.0
120,23.0,3.7368171854648553,0.8519510467126966,5.316916850907375,-3.339824136868966,1.0,[-3.339824136868966, 1.0],14.13285231221468,False,True,7.06642615610734,8,16.635021275568313,1095.928,in_progress,0.0
120,24.0,3.778055230283046,0.8656199132501707,7.640299920578953,-30.0,0.7006602611016448,[-30.0, 0.7006602611016448],14.628722134424738,False,True,7.314361067212369,8,16.635021275568313,1095.993,in_progress,0.0
120,25.0,3.8352519416478614,0.8821209083022835,9.693903540557146,-23.754730210335826,0.6432573415564202,[-23.754730210335826, 0.6432573415564202],15.316470942232616,False,True,7.658235471116308,8,16.635021275568313,1096.062,in_progress,0.0
120,26.0,3.880135999083497,0.8930640247241044,10.461476157926901,-30.0,0.8626184074922417,[-30.0, 0.8626184074922417],3.9640397515595165,False,True,7.928079503119033,9,16.635021275568313,1096.123,in_progress,0.0
120,27.0,3.927894237903562,0.9010781681257689,10.228043033100615,-27.53485901204707,0.7456760505628697,[-27.53485901204707, 0.7456760505628697],4.107596950348807,False,True,8.215193900697614,9,16.635021275568313,1096.19,in_progress,0.0
120,28.0,3.981248867200415,0.9075658099837441,9.511000379983823,-30.0,0.7723598051269396,[-30.0, 0.7723598051269396],17.071893786100997,False,True,8.535946893050498,9,16.635021275568313,1096.26,in_progress,0.0
120,29.0,4.0349112190138126,0.9131810384113735,8.735544087416914,12.642949186009716,0.759488285328932,[12.642949186009716, 0.759488285328932],17.717095093928574,False,True,8.858547546964287,10,16.635021275568313,1096.33,in_progress,0.0
120,30.0,4.086977834171956,0.9137158887345834,7.079035095143564,-30.0,0.9075404900331141,[-30.0, 0.9075404900331141],18.343080401605643,False,True,9.171540200802822,10,16.635021275568313,1096.395,in_progress,0.0
120,31.0,4.1372328367760804,0.9121387369170062,5.266108769371707,13.356250322053278,0.5956280509304757,[13.356250322053278, 0.5956280509304757],18.9472796434023,False,True,9.47363982170115,10,16.635021275568313,1096.46,in_progress,0.0
