episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
60,1.0,2.701451614714724,1.0618715946616564,0.03905264117235868,1.6271621501360514,0.6179205465921578,[1.6271621501360514, 0.6179205465921578],0.0,False,True,0.8429430637903905,1,16.635021275568313,462.722,prepare,0.0
60,2.0,2.7013031204504574,1.0618318705095744,0.02202052671354065,-23.065646114414815,0.6456739844838797,[-23.065646114414815, 0.6456739844838797],0.42102514091129667,False,True,0.8420502818225933,1,16.635021275568313,462.793,in_progress,0.0
60,3.0,2.7074775566733984,1.060712943422396,-0.2776975616657649,-19.610428821563726,1.0,[-19.610428821563726, 1.0],1.7583278895579493,False,True,0.8791639447789746,1,16.635021275568313,462.86,in_progress,0.0
60,4.0,2.7303885044613008,1.0593390799615308,-0.608103493409364,30.0,0.5822022891438642,[30.0, 0.5822022891438642],2.0337752286943007,False,True,1.0168876143471504,1,16.635021275568313,462.928,in_progress,0.0
60,5.0,2.7679489115720544,1.0569570230475105,-1.1189669092598369,2.01895436573421,0.6484668873034786,[2.01895436573421, 0.6484668873034786],2.485344268100183,False,True,1.2426721340500915,1,16.635021275568313,462.98,in_progress,0.0
60,6.0,2.8190247697620014,1.0573577855797436,-0.8224444353400451,-30.0,0.9323344255671467,[-30.0, 0.9323344255671467],3.099422687339183,False,True,1.5497113436695915,2,16.635021275568313,463.061,in_progress,0.0
60,7.0,2.853467774250497,1.0571512688477134,-0.7924188986537618,12.075899653468817,0.8543479859099681,[12.075899653468817, 0.8543479859099681],3.5135238160237745,False,True,1.7567619080118873,2,16.635021275568313,463.123,in_progress,0.0
60,8.0,2.9023923452733733,1.0527472187398432,-1.7080864037853958,-22.032940374811197,0.6934639405513223,[-22.032940374811197, 0.6934639405513223],4.101716191875806,False,True,2.050858095937903,2,16.635021275568313,463.176,in_progress,0.0
60,9.0,2.958259207879192,1.0499629806013127,-1.9720716045815383,28.686859222422704,0.7212800216268297,[28.686859222422704, 0.7212800216268297],4.773379937070864,False,True,2.386689968535432,3,16.635021275568313,463.261,in_progress,0.0
60,10.0,3.0122632955988093,1.0459613113539055,-2.427825859265957,-30.0,0.6292965570031996,[-30.0, 0.6292965570031996],5.4226417935853375,False,True,2.7113208967926687,3,16.635021275568313,463.317,in_progress,0.0
