episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
20,1.0,2.701186205956189,1.061848443667351,0.04024302855681793,-23.68158361053066,0.957375213310705,[-23.68158361053066, 0.957375213310705],0.0,False,True,0.8413475112095664,1,16.635021275568313,180.192,prepare,0.0
20,2.0,2.7013519556041965,1.0617863524465088,0.02721269987084625,30.0,1.0,[30.0, 1.0],1.6846874215928818,False,True,0.8423437107964409,1,16.635021275568313,180.261,in_progress,0.0
20,3.0,2.7097076655459538,1.0622454139590578,0.13706680504194366,15.80853980114427,1.0,[15.80853980114427, 1.0],0.4462873705761349,False,True,0.8925747411522698,1,16.635021275568313,180.316,in_progress,0.0
20,4.0,2.7342884382371837,1.0642869798578591,0.5264489093404487,5.785241322402314,0.8109440473379197,[5.785241322402314, 0.8109440473379197],0.5201727331886324,False,True,1.0403454663772649,1,16.635021275568313,180.383,in_progress,0.0
20,5.0,2.771133776764148,1.0672770171141424,1.201755288997839,-3.752331447357051,0.5,[-3.752331447357051, 0.5],0.6309231645011429,False,True,1.2618463290022859,1,16.635021275568313,180.413,in_progress,0.0
20,6.0,2.816977783987499,1.0717062601666336,2.018303973042064,1.3054495161536508,0.601736172835803,[1.3054495161536508, 0.601736172835803],0.7687229524752643,False,True,1.5374459049505287,2,16.635021275568313,180.522,in_progress,0.0
20,7.0,2.8662583959904837,1.076635869523336,2.7728175500015144,30.0,1.0,[30.0, 1.0],0.9168507620624471,False,True,1.8337015241248942,2,16.635021275568313,180.592,in_progress,0.0
20,8.0,2.912012710458908,1.083321375923117,3.7601486959686143,-30.0,0.8457217442169894,[-30.0, 0.8457217442169894],1.0543831450832308,False,True,2.1087662901664617,2,16.635021275568313,180.651,in_progress,0.0
20,9.0,2.9648122065949845,1.0909628455003568,4.681343136470891,3.1500842530657067,0.8527132851933016,[3.1500842530657067, 0.8527132851933016],1.2130924694753877,False,True,2.4261849389507755,3,16.635021275568313,180.721,in_progress,0.0
20,10.0,3.0267814640788724,1.1018453132966675,6.022132252950496,-30.0,0.5,[-30.0, 0.5],1.3993655798529216,False,True,2.7987311597058433,3,16.635021275568313,180.791,in_progress,0.0
20,11.0,3.073368184283076,1.1085803992967664,6.431074274823211,-13.696218006350922,0.5567143753465771,[-13.696218006350922, 0.5567143753465771],1.5393996781502846,False,True,3.078799356300569,3,16.635021275568313,180.857,in_progress,0.0
20,12.0,3.118376584693102,1.1130360240133699,6.283867283483261,-30.0,0.9167164305121853,[-30.0, 0.9167164305121853],1.6746870759555519,False,True,3.3493741519111038,4,16.635021275568313,180.928,in_progress,0.0
20,13.0,3.176234169655857,1.1160209974744228,5.492838445767094,-7.6584490891854315,0.7922904584933865,[-7.6584490891854315, 0.7922904584933865],1.8485952856344812,False,True,3.6971905712689623,4,16.635021275568313,180.99,in_progress,0.0
20,14.0,3.234179111377616,1.116160356614077,4.2707924288583765,-30.0,0.5,[-30.0, 0.5],2.0227609598729135,False,True,4.045521919745827,4,16.635021275568313,181.056,in_progress,0.0
20,15.0,3.2761452608511012,1.1153411773090067,3.3456797964443603,1.8847204856572688,0.5408204612713855,[1.8847204856572688, 0.5408204612713855],2.148897890576325,False,True,4.29779578115265,5,16.635021275568313,181.127,in_progress,0.0
20,16.0,3.3305285323949616,1.1101564189370605,1.3942214304009426,-30.0,0.5,[-30.0, 0.5],2.312352729797217,False,True,4.624705459594434,5,16.635021275568313,181.186,in_progress,0.0
20,17.0,3.367751044679429,1.1030291450756955,-0.48879036871017206,-12.438478766635328,0.8563601746186642,[-12.438478766635328, 0.8563601746186642],2.4242237578170776,False,True,4.848447515634155,5,16.635021275568313,181.257,in_progress,0.0
20,18.0,3.4128468648317254,1.0908666905030524,-3.3079482821268544,-1.4402057554849002,0.6038804204914558,[-1.4402057554849002, 0.6038804204914558],2.559753332905116,False,True,5.119506665810232,6,16.635021275568313,181.312,in_progress,0.0
20,19.0,3.45769018773164,1.080464381002267,-5.1117739169917,-11.781648502550986,0.6876795412515466,[-11.781648502550986, 0.6876795412515466],2.694526180206961,False,True,5.389052360413922,6,16.635021275568313,181.389,in_progress,0.0
20,20.0,3.48870984728068,1.0722620698348564,-6.4459230113636306,6.387524912868244,0.9702535472723505,[6.387524912868244, 0.9702535472723505],2.7877520433692764,False,True,5.575504086738553,6,16.635021275568313,181.455,in_progress,0.0
20,21.0,3.544506730753981,1.0579708611123024,-8.3070470094524,26.304265326391075,0.5947592000366474,[26.304265326391075, 0.5947592000366474],11.82177206020751,False,True,5.910886030103755,6,16.635021275568313,181.533,in_progress,0.0
20,22.0,3.5965422790502193,1.047832445365281,-8.88523190991581,-30.0,1.0,[-30.0, 1.0],12.447335099776971,False,True,6.223667549888486,7,16.635021275568313,181.595,in_progress,0.0
20,23.0,3.6365112937070836,1.0411161784099867,-9.031940771660157,-30.0,0.7278174718978841,[-30.0, 0.7278174718978841],12.927842475702175,False,True,6.463921237851087,7,16.635021275568313,181.654,in_progress,0.0
20,24.0,3.698236554693428,1.0251943239591923,-10.40225679515931,-2.979241413901587,0.8677224941011819,[-2.979241413901587, 0.8677224941011819],3.4174686505234018,False,True,6.8349373010468035,8,16.635021275568313,181.726,in_progress,0.0
20,25.0,3.753240180430016,1.0108190478589547,-11.360671162325982,30.0,0.6783551574856026,[30.0, 0.6783551574856026],3.582775360589502,False,True,7.165550721179004,8,16.635021275568313,181.793,in_progress,0.0
20,26.0,3.7984086059749664,0.9984533516171423,-12.086122850236304,-30.0,0.8949629244905363,[-30.0, 0.8949629244905363],3.7185231319932046,False,True,7.437046263986409,8,16.635021275568313,181.855,in_progress,0.0
20,27.0,3.8547498895529277,0.9859992247876694,-12.20476131661147,9.840200740540169,1.0,[9.840200740540169, 1.0],3.887852914380215,False,True,7.77570582876043,9,16.635021275568313,181.924,in_progress,0.0
20,28.0,3.906299799632387,0.9713480020038606,-12.95925564380835,10.855242730046882,0.8455086080560723,[10.855242730046882, 0.8455086080560723],4.042778482154219,False,True,8.085556964308438,9,16.635021275568313,181.969,in_progress,0.0
20,29.0,3.9735464577380437,0.9548194314841494,-13.189062659871308,30.0,0.5,[30.0, 0.5],4.244881456568904,False,True,8.489762913137808,9,16.635021275568313,182.055,in_progress,0.0
20,30.0,4.031746118560898,0.9447121746471308,-12.402001353674821,-14.305073863645454,0.5048376664928403,[-14.305073863645454, 0.5048376664928403],4.419799908427605,False,True,8.83959981685521,10,16.635021275568313,182.08,in_progress,0.0
20,31.0,4.115221401119422,0.9349610112015553,-10.6054810612387,-10.328801470852675,0.9086727110742145,[-10.328801470852675, 0.9086727110742145],4.6706887821031815,False,True,9.341377564206363,10,16.635021275568313,182.184,in_progress,0.0
20,32.0,4.146210464348427,0.9300503940279826,-10.408211139324466,-30.0,0.6743351157400737,[-30.0, 0.6743351157400737],4.763826623302217,False,True,9.527653246604434,10,16.635021275568313,182.257,in_progress,0.0
20,33.0,4.185509014088776,0.9235234776865694,-10.251471950271613,-27.52355677439513,0.9366056211412999,[-27.52355677439513, 0.9366056211412999],4.8819383050605465,False,True,9.763876610121093,11,16.635021275568313,182.321,in_progress,0.0
20,34.0,4.235127234997456,0.9131872543280981,-10.624796487692548,29.589717759016906,0.5,[29.589717759016906, 0.5],5.031064323576744,False,True,10.062128647153488,11,16.635021275568313,182.391,in_progress,0.0
20,35.0,4.2877176436664275,0.9024644651225491,-10.82144267447862,-17.75085218327644,0.5509414675162203,[-17.75085218327644, 0.5509414675162203],5.189122231031668,False,True,10.378244462063336,11,16.635021275568313,182.462,in_progress,0.0
20,36.0,4.3274506094870056,0.8964849789634001,-10.444744656863868,-2.8470334280941145,1.0,[-2.8470334280941145, 1.0],5.30854038045832,False,True,10.61708076091664,12,16.635021275568313,182.524,in_progress,0.0
20,37.0,4.3760572442866135,0.8883038226817042,-10.310615851845629,3.370850245088114,0.9626267609458706,[3.370850245088114, 0.9626267609458706],5.454627417289734,False,True,10.909254834579468,12,16.635021275568313,182.582,in_progress,0.0
20,38.0,4.434006383284455,0.8820979381398777,-9.387675267875876,-22.603219863377575,0.5,[-22.603219863377575, 0.5],22.515192310534392,False,True,11.257596155267196,12,16.635021275568313,182.658,in_progress,0.0
20,39.0,4.488958599040724,0.8734383740774421,-9.33159421258583,25.16595381838591,0.5,[25.16595381838591, 0.5],23.17582994309801,False,True,11.587914971549004,13,16.635021275568313,182.725,in_progress,0.0
20,40.0,4.52888345139406,0.8677493296817494,-9.06704323641626,-27.01868992844908,0.9942114763736707,[-27.01868992844908, 0.9942114763736707],23.655809671982368,False,True,11.827904835991184,13,16.635021275568313,182.785,in_progress,0.0
20,41.0,4.573555099609585,0.861542458589109,-8.927937898299568,8.368751289905767,0.5,[8.368751289905767, 0.5],24.192858053682116,False,True,12.096429026841058,13,16.635021275568313,182.849,in_progress,0.0
20,42.0,4.608115947108478,0.8554148020957182,-9.116065805094346,7.7676012167478135,0.640295296944481,[7.7676012167478135, 0.640295296944481],24.608346424842516,False,True,12.304173212421258,14,16.635021275568313,182.925,in_progress,0.0
20,43.0,4.65381817400913,0.8479949658811293,-9.142822272966328,30.0,0.9419743363036007,[30.0, 0.9419743363036007],25.157779195035033,False,True,12.578889597517517,14,16.635021275568313,182.989,in_progress,0.0
20,44.0,4.697287577771363,0.843446456800308,-8.610508896727799,18.580597309889498,0.5219628880638181,[18.580597309889498, 0.5219628880638181],25.680383589312346,False,True,12.840191794656173,14,16.635021275568313,183.057,in_progress,0.0
20,45.0,4.735476961637086,0.8419711397889373,-7.44121995252868,30.0,0.8963678076549282,[30.0, 0.8963678076549282],26.13952056222138,False,True,13.06976028111069,14,16.635021275568313,183.126,in_progress,0.0
20,46.0,4.7822775068021155,0.8425538201909204,-5.865232825880224,-30.0,1.0,[-30.0, 1.0],26.702198335042755,False,True,13.351099167521378,15,16.635021275568313,183.193,in_progress,0.0
20,47.0,4.8480369183323155,0.8476523095511672,-3.19250751425523,30.0,0.555343268991116,[30.0, 0.555343268991116],27.492835838337516,False,True,13.746417919168758,15,16.635021275568313,183.261,in_progress,0.0
20,48.0,4.900777103022292,0.8542970690191642,-0.9641866283253493,-22.253006240539197,0.8423039228707817,[-22.253006240539197, 0.8423039228707817],28.12695526464946,False,True,14.06347763232473,15,16.635021275568313,183.276,in_progress,0.0
20,49.0,4.900777103022292,0.8542970690191642,-0.9641866283253493,-30.0,0.5,[-30.0, 0.5],28.12695526464946,False,True,14.06347763232473,15,16.635021275568313,183.276,in_progress,0.0
20,50.0,5.046390464625525,0.8625566898046882,0.8704747726866904,30.0,0.6514402757558828,[30.0, 0.6514402757558828],29.877681392956333,False,True,14.938840696478167,16,16.635021275568313,183.458,in_progress,0.0
20,51.0,5.065283844922117,0.8619431094581753,0.6440959094425078,20.509403343149813,0.5,[20.509403343149813, 0.5],30.104830160855645,False,True,15.052415080427823,17,16.635021275568313,183.53,in_progress,0.0
20,52.0,5.120599931147675,0.8609997842595355,0.2945770369038881,20.315302790408715,0.5,[20.315302790408715, 0.5],30.769881168066306,False,True,15.384940584033153,17,16.635021275568313,183.591,in_progress,0.0
20,53.0,5.171434599207443,0.8609906970787564,0.23074851966089782,-0.963801826447515,0.9532513663612612,[-0.963801826447515, 0.9532513663612612],31.381056590177874,False,True,15.690528295088937,17,16.635021275568313,183.652,in_progress,0.0
20,54.0,5.22216898306316,0.8588797454792527,-0.3824441698771624,-15.587747221441667,0.5,[-15.587747221441667, 0.5],31.991016721774013,False,True,15.995508360887007,18,16.635021275568313,183.727,in_progress,0.0
20,55.0,5.266214324338142,0.855990176820382,-0.9519296356892822,-4.349338514971151,0.6853104107187478,[-4.349338514971151, 0.6853104107187478],32.52055174663194,False,True,16.26027587331597,18,16.635021275568313,183.793,in_progress,0.0
20,56.0,5.324058953255924,0.8518054453492803,-1.653382315732328,30.0,0.5,[30.0, 0.5],33.21597772456044,False,True,16.60798886228022,18,16.635021275568313,183.858,in_progress,0.0
20,57.0,5.370323568106627,0.8510442367453024,-1.5278549127157053,30.0,0.5,[30.0, 0.5],33.77220533308879,False,True,16.886102666544396,19,16.635021275568313,183.923,in_progress,0.0
20,58.0,5.416573307120604,0.8535237753174774,-0.6411871233182954,23.963863789653196,0.8962142507649538,[23.963863789653196, 0.8962142507649538],34.3282704840397,False,True,17.16413524201985,19,16.635021275568313,183.992,in_progress,0.0
20,59.0,5.46533224874413,0.8574638233216806,0.34708783396997267,-28.241769891929604,0.5576843373071264,[-28.241769891929604, 0.5576843373071264],34.91451851329339,False,True,17.457259256646694,19,16.635021275568313,184.057,in_progress,0.0
20,60.0,5.513144222634849,0.8628164240703281,1.5331045327145287,18.66238802455554,0.6956176053378196,[18.66238802455554, 0.6956176053378196],35.48938047412779,False,True,17.744690237063896,20,16.635021275568313,184.127,in_progress,0.0
20,61.0,5.567251644758591,0.8683104785049248,2.452241545426942,-3.2804862795969,1.0,[-3.2804862795969, 1.0],36.13993222994426,False,True,18.06996611497213,20,16.635021275568313,184.193,in_progress,0.0
20,62.0,5.610413543224392,0.8745424036356948,3.457372957381949,19.87795720203804,0.8294188337656005,[19.87795720203804, 0.8294188337656005],36.65889601876261,False,True,18.329448009381306,20,16.635021275568313,184.262,in_progress,0.0
20,63.0,5.675317472436505,0.8864027578966132,5.24089772750022,7.922408742941315,0.8024539962491667,[7.922408742941315, 0.8024539962491667],37.43928399115441,False,True,18.719641995577206,21,16.635021275568313,184.32,in_progress,0.0
20,64.0,5.731615835112772,0.8963167259021382,6.320717434659157,1.394405243446684,0.5,[1.394405243446684, 0.5],38.11619900077074,False,True,19.05809950038537,21,16.635021275568313,184.375,in_progress,0.0
20,65.0,5.77208237357238,0.9039453513055972,7.276637817475696,-4.019351617807541,0.9708166183865563,[-4.019351617807541, 0.9708166183865563],38.60278191596997,False,True,19.301390957984985,21,16.635021275568313,184.46,in_progress,0.0
20,66.0,5.8249721441192825,0.9134062592004841,7.842475581657409,18.957772982515714,0.9093274674442049,[18.957772982515714, 0.9093274674442049],39.238712407344266,False,True,19.619356203672133,22,16.635021275568313,184.514,in_progress,0.0
20,67.0,5.878367728239882,0.9252420900308942,8.891167449902808,5.176711847389676,1.0,[5.176711847389676, 1.0],39.88073573680226,False,True,19.94036786840113,22,16.635021275568313,184.593,in_progress,0.0
20,68.0,5.935933591928488,0.9374858507164989,9.606930943888669,30.0,0.8654455291080491,[30.0, 0.8654455291080491],40.572840091497234,False,True,20.286420045748617,22,16.635021275568313,184.657,in_progress,0.0
20,69.0,5.996761483513408,0.9546952996904247,11.170156437251741,11.758549646381887,0.8039320498272777,[11.758549646381887, 0.8039320498272777],10.326063747935233,False,True,20.652127495870467,23,16.635021275568313,184.724,in_progress,0.0
20,70.0,6.05206259514182,0.9771475174262324,13.749417619940202,-30.0,0.8266171370473261,[-30.0, 0.8266171370473261],10.49233682193848,False,True,20.98467364387696,23,16.635021275568313,184.787,in_progress,0.0
20,71.0,6.101529529950608,0.9956958485221984,15.16814102396314,-2.3211892870783473,0.9809242326527203,[-2.3211892870783473, 0.9809242326527203],10.641039405406051,False,True,21.282078810812102,23,16.635021275568313,184.86,in_progress,0.0
20,72.0,6.1635329824365455,1.0165616728104627,15.999323707851495,-30.0,0.7911659025659834,[-30.0, 0.7911659025659834],10.827425519491275,False,True,21.65485103898255,24,16.635021275568313,184.927,in_progress,0.0
20,73.0,6.21518311182914,1.0307890417229841,15.884916216046,30.0,0.5604450962744311,[30.0, 0.5604450962744311],10.977990791515847,False,True,21.955981583031694,24,16.635021275568313,184.993,in_progress,0.0
20,74.0,6.270980600145633,1.046584093028545,15.879146075516914,30.0,0.8535272496161871,[30.0, 0.8535272496161871],11.147775115375053,False,True,22.295550230750106,25,16.635021275568313,185.015,in_progress,0.0
20,75.0,6.319525515718272,1.0641161304071611,16.72026255073243,9.228431037598732,0.6190479202272516,[9.228431037598732, 0.6190479202272516],11.296034140941625,False,True,22.59206828188325,25,16.635021275568313,185.123,in_progress,0.0
20,76.0,6.375427230922815,1.086554054241944,17.9740278150568,-24.384369854475096,0.7257585386681666,[-24.384369854475096, 0.7257585386681666],11.473003057886816,False,True,22.94600611577363,25,16.635021275568313,185.197,in_progress,0.0
20,77.0,6.421400145503886,1.1044294774143657,18.601463742351,8.253870239627524,0.7230122585866305,[8.253870239627524, 0.7230122585866305],11.619455580791584,False,True,23.238911161583168,26,16.635021275568313,185.254,in_progress,0.0
20,78.0,6.463716787152045,1.119662499398579,18.842825282305828,6.005768995186941,0.5735431616683814,[6.005768995186941, 0.5735431616683814],11.75347931481942,False,True,23.50695862963884,26,16.635021275568313,185.329,in_progress,0.0
20,79.0,6.509488532836712,1.1361410797628781,19.039542621719672,-14.417234961240306,0.5,[-14.417234961240306, 0.5],11.912162179509004,False,True,23.824324359018007,26,16.635021275568313,185.389,in_progress,0.0
20,80.0,6.545623543447846,1.146709099120744,18.588318072358565,30.0,0.8662972731036167,[30.0, 0.8662972731036167],12.024741098654978,False,True,24.049482197309956,26,16.635021275568313,185.453,in_progress,0.0
20,81.0,6.585807439268435,1.1591370571308368,18.364750396424267,17.232404984600905,0.6757029804883246,[17.232404984600905, 0.6757029804883246],12.150699066380005,False,True,24.30139813276001,27,16.635021275568313,185.519,in_progress,0.0
20,82.0,6.636876619003566,1.1774164977015376,18.667418729485842,14.193758864263366,1.0,[14.193758864263366, 1.0],12.320507797089338,False,True,24.641015594178675,27,16.635021275568313,185.595,in_progress,0.0
